32,1,2,4,1,2,4,4
0,27,5,8,5,0,2,3
1,5,28,0,0,2,2,12
4,2,2,31,8,2,0,1
4,2,0,12,24,3,3,2
2,1,3,2,3,32,3,4
4,0,2,3,8,10,21,2
4,7,5,0,1,5,5,23
